sampRate, 100,
sampRateUnits, Hz,
scale, 8192,
scaleUnits, G,
rawData_x,rawData_y,rawData_z,rawData_seconds,data_x,data_y,data_z,data_seconds,lpf_2_5Hz_x,lpf_2_5Hz_y,lpf_2_5Hz_z,lpf_2_5Hz_seconds,lpf_5Hz_x,lpf_5Hz_y,lpf_5Hz_z,lpf_5Hz_seconds,lpf_10Hz_x,lpf_10Hz_y,lpf_10Hz_z,lpf_10Hz_seconds,
-800,582,8324,0,-0.097656,0.071045,1.0161,0,-0.04774,0.034575,0.50629,0,-0.053769,0.040052,0.56052,0,-0.05727,0.04194,0.61135,0
-793,560,8328,0.01,-0.096802,0.068359,1.0166,0.01,-0.052945,0.038583,0.56138,0.01,-0.064361,0.047749,0.67004,0.01,-0.076027,0.055349,0.8084,0.01
-756,551,8217,0.02,-0.092285,0.067261,1.0031,0.02,-0.0581,0.042571,0.61593,0.02,-0.074291,0.054916,0.7732,0.02,-0.091112,0.066172,0.96414,0.02
-777,572,8219,0.03,-0.094849,0.069824,1.0033,0.03,-0.063155,0.046497,0.66941,0.03,-0.083171,0.061285,0.86617,0.03,-0.10094,0.073468,1.0626,0.03
-800,604,8221,0.04,-0.097656,0.07373,1.0035,0.04,-0.068062,0.05032,0.7213,0.04,-0.090689,0.066647,0.94581,0.04,-0.10517,0.077133,1.1016,0.04
-789,603,8313,0.05,-0.096313,0.073608,1.0148,0.05,-0.072773,0.053998,0.77113,0.05,-0.096626,0.070864,1.0099,0.05,-0.10473,0.077792,1.092,0.05
-777,593,8408,0.06,-0.094849,0.072388,1.0264,0.06,-0.077247,0.057494,0.81846,0.06,-0.10087,0.073875,1.0574,0.06,-0.10139,0.076506,1.0537,0.06
-796,597,8384,0.07,-0.097168,0.072876,1.0234,0.07,-0.081444,0.060774,0.86289,0.07,-0.10344,0.075702,1.0881,0.07,-0.09721,0.074391,1.0091,0.07
-824,612,8218,0.08,-0.10059,0.074707,1.0032,0.08,-0.085332,0.063806,0.90406,0.08,-0.10443,0.076439,1.103,0.08,-0.093907,0.072295,0.97641,0.08
-839,585,8207,0.09,-0.10242,0.071411,1.0018,0.09,-0.08888,0.066563,0.94168,0.09,-0.10406,0.076241,1.1041,0.09,-0.092411,0.070625,0.9655,0.09
-794,612,8298,0.1,-0.096924,0.074707,1.0129,0.1,-0.092066,0.069024,0.97553,0.1,-0.10262,0.075313,1.0941,0.1,-0.092733,0.069379,0.9763,0.1
-746,598,8411,0.11,-0.091064,0.072998,1.0267,0.11,-0.094875,0.071172,1.0054,0.11,-0.10043,0.073885,1.0759,0.11,-0.094145,0.068324,1.0008,0.11
-752,562,8416,0.12,-0.091797,0.068604,1.0273,0.12,-0.097295,0.072996,1.0313,0.12,-0.097856,0.072194,1.053,0.12,-0.095593,0.067242,1.0272,0.12
-757,489,8306,0.13,-0.092407,0.059692,1.0139,0.13,-0.099322,0.074491,1.053,0.13,-0.095227,0.070465,1.0286,0.13,-0.096171,0.06612,1.0448,0.13
-765,470,8189,0.14,-0.093384,0.057373,0.99963,0.14,-0.10096,0.075656,1.0707,0.14,-0.092849,0.068893,1.0055,0.14,-0.095486,0.065215,1.0477,0.14
-763,522,8271,0.15,-0.09314,0.063721,1.0096,0.15,-0.10221,0.076498,1.0844,0.15,-0.090963,0.06763,0.98618,0.15,-0.093782,0.064952,1.0365,0.15
-757,584,8359,0.16,-0.092407,0.071289,1.0204,0.16,-0.1031,0.077029,1.0942,0.16,-0.089733,0.066775,0.97228,0.16,-0.0918,0.065719,1.0171,0.16
-744,595,8343,0.17,-0.09082,0.072632,1.0184,0.17,-0.10364,0.077264,1.1005,0.17,-0.089237,0.066375,0.96471,0.17,-0.090444,0.06764,0.99785,0.17
-760,581,8284,0.18,-0.092773,0.070923,1.0112,0.18,-0.10386,0.077226,1.1033,0.18,-0.089467,0.066419,0.9636,0.18,-0.090401,0.070437,0.98624,0.18
-791,574,8199,0.19,-0.096558,0.070068,1.0009,0.19,-0.10378,0.076941,1.103,0.19,-0.090339,0.066855,0.9684,0.19,-0.091857,0.073448,0.986,0.19
-778,606,8242,0.2,-0.094971,0.073975,1.0061,0.2,-0.10344,0.076437,1.1,0.2,-0.091706,0.067591,0.97797,0.2,-0.094423,0.075809,0.99609,0.2
-790,630,8301,0.21,-0.096436,0.076904,1.0133,0.21,-0.10287,0.075746,1.0945,0.21,-0.093377,0.068514,0.99076,0.21,-0.097289,0.076746,1.0116,0.21
-807,623,8334,0.22,-0.098511,0.07605,1.0173,0.22,-0.10212,0.074905,1.0871,0.22,-0.095144,0.069503,1.005,0.22,-0.099537,0.075857,1.0259,0.22
-780,620,8346,0.23,-0.095215,0.075684,1.0188,0.23,-0.10121,0.073947,1.0779,0.23,-0.0968,0.07044,1.019,0.23,-0.10048,0.073292,1.0337,0.23
-807,580,8285,0.24,-0.098511,0.070801,1.0114,0.24,-0.10019,0.07291,1.0676,0.24,-0.098165,0.071225,1.0312,0.24,-0.099925,0.069746,1.0325,0.24
-799,542,8258,0.25,-0.097534,0.066162,1.0081,0.25,-0.099095,0.07183,1.0563,0.25,-0.099104,0.071782,1.0402,0.25,-0.098176,0.066252,1.0237,0.25
-788,508,8332,0.26,-0.096191,0.062012,1.0171,0.26,-0.097966,0.070743,1.0446,0.26,-0.099535,0.07207,1.0454,0.26,-0.095927,0.063856,1.0116,0.26
-800,498,8341,0.27,-0.097656,0.060791,1.0182,0.27,-0.096836,0.069681,1.0328,0.27,-0.099441,0.072078,1.0465,0.27,-0.093955,0.06327,1.0014,0.27
