sampRate, 5.000000e-01,
sampRateUnits, Hz,
scale, 256,
scaleUnits, meter,
rawData_values,rawData_seconds,data_values,data_seconds,
-11688,0,-45.656,0
-11707,2,-45.73,2
-11680,4,-45.625,4
-11707,6,-45.73,6
-11822,8,-46.18,8
-11710,10,-45.742,10
-11754,12,-45.914,12
-11888,14,-46.438,14
-11757,16,-45.926,16
-11730,18,-45.82,18
-11715,20,-45.762,20
-11764,22,-45.953,22
-11628,24,-45.422,24
-11777,26,-46.004,26
-11795,28,-46.074,28
-11655,30,-45.527,30
-11708,32,-45.734,32
-11687,34,-45.652,34
-11632,36,-45.438,36
-11738,38,-45.852,38
-11687,40,-45.652,40
-11716,42,-45.766,42
-11649,44,-45.504,44
-11603,46,-45.324,46
-11650,48,-45.508,48
-11554,50,-45.133,50
-11701,52,-45.707,52
-11757,54,-45.926,54
-11581,56,-45.238,56
-11658,58,-45.539,58
-11562,60,-45.164,60
-11530,62,-45.039,62
-11527,64,-45.027,64
-11558,66,-45.148,66
-11588,68,-45.266,68
-11574,70,-45.211,70
-11687,72,-45.652,72
-11551,74,-45.121,74
-11599,76,-45.309,76
-11578,78,-45.227,78
-11643,80,-45.48,80
-11755,82,-45.918,82
-11672,84,-45.594,84
-11707,86,-45.73,86
-11693,88,-45.676,88
